Thread Count,0.0,0.25,0.5,0.75,1.0
1,1983.69,2041.37,2027.43,2034.03,2032.74
2,1813.33,1787.92,1683.53,1866.51,2656.36
4,7852.97,7375.34,8014.37,8510.04,6585.18
8,8076.21,7904.59,7923.08,8266.75,7556.68
16,8185.6,8169.2,8247.87,8061.58,7493.32
32,8260.95,8172.28,8301.78,8038.48,7638.57
