Thread Count,0.0,0.25,0.5,0.75,1.0
1,1208.86,1295.92,1179.66,1164.4,1225.83
2,657.955,664.362,644.766,642.843,762.895
4,255.607,255.723,273.281,291.934,346.179
8,130.142,149.315,145.936,152.352,191.568
16,66.263,61.3409,63.0877,63.5608,74.8422
32,56.8276,49.8749,52.7774,54.6778,72.1029
