Thread Count,0.0,0.25,0.5,0.75,1.0
1,1566.43,1685.76,1607.71,1481.75,1564.89
2,2269.62,2295.25,2054.28,1623.45,1906.26
4,6606.85,6299.11,6608.03,6399.08,6341.3
8,7400.1,7502.42,6891.68,6845.3,5977.61
16,6498.39,7173.84,6764.28,7062.77,5810.01
32,5407.52,5203.45,5138.07,5444.02,5178.35
