Thread Count,0.0,0.25,0.5,0.75,1.0
1,1220.94,1509.04,1475.25,1450.62,1598.17
2,848.478,873.079,862.666,865.022,1167.31
4,393.276,474.449,450.066,478.447,724.663
8,232.815,223.571,227.28,233.353,438.342
16,116.534,106.161,120.102,122.767,209.144
32,126.814,103.929,84.9617,93.3919,196.17
