Thread Count,0.0,0.25,0.5,0.75,1.0
1,2002.96,2121.47,2138.77,2070.71,2110.39
2,1638.43,1439.81,1637.46,1801.94,1962.88
4,1723.55,1832.17,1708.17,1841.3,1857.21
8,1857.64,2081.17,2035.66,2075.75,2166.59
16,1478.6,1398.73,1475.35,1411.04,1438.94
32,1461.33,1322.32,1470.11,1388.53,1497.8
